50
384 369 2098 1837 1126 1830 1199 1909 2069 803 562 106 1103 1659 1583 1075 136 1709 1244 301  0 1850 498 1896 667 199 1407 2495  3 1304 897 388 525 1848 2225 504 1178 2277 2413 2099 1932 1827 1057 1887 986 140 462 2475 702 1707 
1628 2054 1057 2126 1450 577 1178 358 1924 1181 514 322 1569 1040 2170 147 1544 2200 1276 309 1799 708 2136 356 1447 623 1849 1909 1950 51 2468 1078 957 2378 2057 2408 455 735 1618 1231 1916 2132 405 2338 2024 75 1337 2420 2275 1465 
229 426 1025 1218 783 2472 693 1484 1881 143 1535 1850 1221 2492 580 778 1252 2387 1513 370 1118 2282 1355 1524 972 2231 451 2309 2152 1579 126 1233 2005 1151 2451 1640 1123 644 624 1856 787 1011 58 861 2356 638 1639 2460 525 2005 
331 496 1787 538 2020 1611 1621 1323 1420 1273 402 398 1359 1260 1549 162 400 1524 807 2377 880 446 2240 939 1307 2096 429 1799 2057 2307 1304 1240 303 1943 630 2323 1054 2251 1146 1326 2377 401 1724 1236 1661 2125 1398 913 1149 1057 
790 881 356 531 1820 515 1479 1102 2314 2388 909 2470 2480 1212 765 610 2387 671 362 2385 849 1591 286 1425 327 1947 1050 577 361 1051 1635  3 1933 843 1886 1253 1358 866 1207 25 2106 2116 2495 2087 828 2113 197 715 284 1911 
1953 1134 2354 2239 1411 181 539 2462 2111 2252 1013 98 2255 446 941 494 552 2299 212 1759 1176 2318 228 1172 1905 1056 2137 955 624 1273 1718 77 2407 1573 1168 171 606 1707 133 217 311 2498 315 1419 1797 1256 1913 1201 2408 2125 
1812 1084 1943 2040 1108 201 597 745 1156 73 2019 1726 1502 778 799 170 2301 1406 730 2434 1623 2393 1285 791 1312 582 899 725 1783 807 1702 1095 744 2498 636 1852 199 85 1450 207 1510 2321 1933 1864 1951 1585 886 1753 491 1616 
539 2114 362 1824 1757 1674 1258 157 1252 541 964 454 489 560 1804 2477 1265 855 1414 215 1062 424 1388 1848 2288 2191 933 2026 296 276 2495 836 2390 357 1512 1648 2031 271 657 2135 2164 1621 1442 1505 2182 746 1482 2299 1602 1748 
14 1516 1024 254 2216 2164 1297 649 1691 1594 925 1686 1282 2168 2043 1646 168 426 769 825 62 1786 1298 1504 791 2332 2250 1126 2131 204 1726 997 1721 251 103 1437 2415 1401 939 1606 1847 716 2144 1981 1736 1687 2479 756 2114 749 
433 2176 1387 584 32 1030 416 2282 1008 1400 2487 235 2397 560 486 1353 849 1753 1606 640 860 2305 209 504 1786 1945 1044 617 1554 2010 218 1987 1686 1605 71 1718 136 1840 352 1144 740 1691 1379 1989 1103 717 842 1953 2471 1300 
