20
84 315 214 199 351 23 305 322  7 25 309 42 49 308 274 321 332 78 268 43 
314 303 105 88 394 316 359 312 383 352 249 68 219 63 219 171 38 77 45 397 
102 306 40 103 166 314 376 98 344 196 94 258 100 199 298 94 68 257 358 51 
161 208 119 381 223 291 104 262 368 101 211 22  7 251 125 173 118 53 223 62 
250 317 321 350 117 219 396 185 29 354 236 190 162 308 123 386 151 227 200 119 
328 11 141 335 215 218 60 333 223 284 395 73 153 268 375 270 40 371  7 69 
326 244 211 40 104 335 378 255 114 178 326 43 190 19 330  5 237 391 290 12 
227 285 86 380 154 61 203 146 385 210 215 263  6 378 303 62 265 282 317 380 
12 195 375 154 214 305 111  3 248  1 16 27 239 102  8 345 115 163 91 52 
373 258 315 380 236 171 42 102 53 312 34 17 107  9 172 274 266 283 277 67 
285 293 94 124 347 54 21 15 169 112 67 143 370 335 75 158 106 69 212 111 
333 246 128 393 207 300 267 74 136 144 93 373 390 139 49 289 146 70 256 315 
182 324 10 104 211 85 262 317 107 75 28 40 273 156 33 81  9 300 107 145 
397 200 118 387 339 167 228 37 237 85 353 19 361 363 75 172  1 337 89 108 
12 69 148 286 225 182 319 186 34 26 331 31 226 49 370 117 168 199 155  5 
236 60 376 197 23 51 321 24 341 10 84 305 31 233 191 256 367 110 395  1 
88 326 33 314 328  3 384 96 154 139 54 390 199 382 187 174 386 108 151 327 
70 235 232 101 20 376 310 387 38 305 389 127 231 374 393 111 377 377 160 132 
116 166 122 267 148 262 42 134 322 145 13 393 380 198 46 353 174 356 340 164 
261 281 291 45 255 237 108 185 214 268 269 283 34 343 150 135 157 144 221 80 
414
