20
223 237 379 125 260 30 322 273 235 98 256 49 27 204 87 398 200 327 131 138 
197 382 126 39 31 107 342 257 16 185 173 240 374 153 317 234 183 240 107 370 
338 315 371 317 71 58 315 272 386 47 10 135 381 89 126 12 148 68 221 165 
253 395 357 179 148 274 13 283 66 72 253 357 339 224 274 11 234 142 235 172 
141 197 307 122 286 33 87 387 53 308 152 258 303 109 37  3 335  2 286  2 
26 139 311 366 315 185 329 150 327 116 322 68 313 230 191 152 215 230 139 221 
138 291 79 394 352 117 397 239 71 236 193 98 327 104 16 243 290 345 345 169 
13 267 190 326 49 333 78 217 163 169 38 301 12 117 295 364 186 245 156 210 
81 349 308 360 54 276 203 296 173 100 17 186 368 207 112 369 140 143 186 255 
312 176 157 277 294  4 241 32 201 349 242 234 299 102 195 353 378 350 201 151 
51 218 337 371 26  2 340 118 145 79 374  9 255 83 286 101 39 80 86 241 
29 328 75 280 383 222 233 361 125 386 113 176 205  2 99 183  4 391 253 101 
70 227 63 278 262 301 379 302 381 65 95 363 346 122 243 329 345 29 242 70 
15 307 198 172 310 249 355 266 240 209 320 263 388 383 141 203 236 72 105 170 
90 200 133 388 322 328 317 219 357 111 241 325 19 391 97 281 240  5 147 81 
166 19 344 106 354 85 309 191 109 366 361 199 166 46 187 41 374 56 212 284 
168 54 209 187 45 258 20 286 215 119 367 381 139 263 40 45 348 349 236 57 
316 149 209 34 195 396 75 170  5 240 54 173 294 215 312 291 73 332 177 289 
 3 96 222 142 359 262 188 259 164 376 269 80 126 30 66 273 26 94 43 383 
334 49 108 228 264 20 71 290 304 249 131 308 297 353  2 209 216 142 68 380 
523
