20
346 63 325 253 50 194 331 222 374 135 217 109 143 284 258 225 23 85 390 206 
335 38 157 288 100 142 365 145 74 349 109 20 12 34 226 62 180 109 285 154 
196 54 216 340 338 74 117 313 159 59 119 46 49 228 287 101 370 252 246 45 
201 355 17 166 342 195 180 122 304 17 229 101 71 45 41 361 119 110 274 231 
170 393 229 171 174 116 273 144 368 119 141 122 27 111 288 321 306 20 43 211 
38 224 312 109 221 305 71 341 367 297 124 89 243 353 261 17 70 86 161 390 
205 255 112 184 366 352 105 224 373 101 387 363 325 251 72 147 156 95 40 76 
393 116 165 236 69 26 253 91 64 366 34 270 221 98 54 139 51 112 364 376 
213 351 339 90 203 363 189 311 59 229 387 52 297 105 288 367 83 141 10 148 
107 44 18 281 95 24 20 98 88 336 74 301 240 365 392 43 280 181 306 339 
363 246 343 260 351 231 179 34 324 142 134 384 138 152 217 233 129 189 331 217 
126 357 71 366 274 63 361 155 196 219 46 159 65 390 372 368 173 103 355 50 
245 89 34 384 194 251 217 323 40 101 92 118 58 163 36 333 178 397 40 327 
217 86 38 234 28 10 203 202 114 158 252 311 247 238 295 41 89 65 316 81 
166 361 152 224 76 188 109 207 138 149 134 355 188 172 141 216 135 296 18 201 
54 222 112 254 60 360 247 101 25 164 135 143 77 287 319 153 75 29 360 213 
130 46 120 270 171 214 87 258 110 57 59 165 232 123 371 292 35 218 394 12 
334 129 155 363 368 27 117 43  8 29 209 90 28 281 361 199 95  0 57 206 
 9 68 323 241 143 294 134 131 64 80 143 399 209 251 362 177 278 31 172 238 
13 333 328 41 215 289 240 310 241 249 116 251 317 391 92 12 285 178 143 350 
589
