50
730 2095 2157 2183 597 976 1091 219 429 561 1235 1348 2082 1339 1067 2051 1453 701 794 1600 30 704 2414 1600 725 2138 1463 1040 1489 1921 1178 1071 368 835 754 2318 663 697 37 1092 1259 1272 1293 841 1464 1212 1744 1769 765 39 
2221 795 743 2136 2395 321 626 210 1361 2116 2131 39 2039 2499 2226 294 2317 389 2343 1207 333 1102 2479 1626 795 295 1690 1392 2064 2455 1431 1786 2102 1026 274 849 1347 900 1059 1560 516 2042 1599 1408 2042 177 554 711 566 397 
1918 900 352 750 1378 1147 1045 1921 39 1962 728 322 1248 331 1349 1522 32 1548 2422 1092 609 1791 634 1060 699 1528 1238 1253 1092 656 502 1862 408 854 112 1787 854 10 60 2245 1972 788 68 2072 1119 269 1094 1152 669 1016 
1096 130 1659 582 1191 1210 2111 1281 2463 2055 1937 1818 1417 2346 172 382 485 2378 1744 545 2124 1216 1333 1044 788 1305 1313 734 1309 834 602 2405 965 2262 1839 2156 972 302 937 2288 2357 1726 458 1275 1572 1982 1657 2057 1861 901 
102 1485 969 288 29 609 1593 194 195 1754 1028 797 511 1993 1911 2350 501 384 153 290 1524 10 2017 1982 137 1089 1464 646 1999 2177 1547 2101 1162 1368 1241 43 829 334 237 1024 2088 118 1822 99 2111 85 1302 1465 1821 1455 
1755 845 317 1272 1679 455 1214 1996 1101 713 1673 1501 1666 1688 1721 1760 1731 51 2094 821 2427 535 939 1749 1986 1902 687 2140 867  8 1095 123 2206 265 247 1385 720 313 2233 673 2378 259 2174 397 1947 248 2157 30 299 603 
851 226 2490 642 828 1977 45 1515 469 2264 375 1565 1239 81 1830 1487 1467 1402 652 52 927 531 311 602 2280 2258 2202 1937 1141  1 40 844 1579 31 1487 1259 860 384 1626 1329 148 2002 1746 1388 2083 2428 1727 2402 182 1231 
2455 1110 614 1618 564 394 1377 266 2331 18 1619 1224 2214 698 107 1201 810 2319 437 2436 1148 1938 790 1747 2178 374 1675 257 1628 1858 1488 435 1820 2103 2054 2384 2497 931 150 1181 2301 1769 2405 2015 1319 1364 2069 981 1183  6 
918 2331 796 560 430 474 934 958 731 1415 1668 2220 1850 988 1823 1404 872 672 1187 2374 1853 2340 495 610 1856 666 1974 277 1648 657 1635 1418 1841 2432 1978 2271 406 1765 729 2490 680 2397 2210 30 885 385 287 609 1057 1474 
483 1763 1315 978 2373 2023 497 700 1152 2145 1357 287 1063 2050 219 1893 674 1978 1158 1403 1968 690 153 530 2073 2390 915 2360 500 824 186 2335 87 353 2166 1313 1228 163 2013 2380 2308 2222 1520 2223 1773 591 468 1299 69 479 
202 889 1169 1707 1419 2094 1598 2334 806 950 2011 993 785 2098 198 451 911 1427 1966 1776 159 1774 1499 1679 349 2124 2271 818 923 1192 1297 2477 2082 1318 1685 2353 913 2135 1040 1719 585 551 1564 222 149 615 2026 2413 894 1492 
541 1053 2119 2040 1585 2468 516 208 2138 291 252 2287 269 2334 2458 806 1040 871 1793 2080 1442 2378 1483 1859 100 1632 2474 2126 397 868 2471 939 773 2090 1831 1210 910 1200 270 1901 1491 523 1688 612 1709 1646 270 249 1369 2063 
2329 1664 793 1312 1023 894 1797 2349 1872 1046 2069 695 837 1694 285 1521 405 48 221 675 1949 1712 1198 1137 1177 408 1636 1447 2009 1857 2363 691 2373 656 855 896 402 1504 2097 1127 51 1666 1822 2240 2213 2108 1261 118 1008 1482 
2145 457 2047 2196 446 2076 1456 934 1023 965 292 2238 1656 165 395 12 2414 797 1516 863 1924 419 30 99 160 2243 1059 273 1213 2067 1756 2210 24 155 1906 470 2231 2214 1405 2106 680 549 1845 1188 2066 1092 52 832 1889 1569 
1696 166 840 578 265 2352 1673 1324 126 386 891 1882 1448 2267 889 2207 237 620 1921 494 1578 1453 1043 923 142 1962 2015 194 294 257 615 1990 1775 1456 68 2040 1308 1741 2216 1434 979 607 2168 2428 374 557 987 1963 29 408 
2458 1608 1862 2353 1383 2004 1815 2251 1050 962  8 1666 452 1783 622 1873 175 782 1114 2391 1069 946 1850 737 2226 1076 147 713 539 176 2473 1849 636 1835 555 2020 191 1222 1771 1242 2184 631 1760 1489 1266 1234 862 1441 2016 828 
184 585 1774 2034 175 352 1962 322 1065 1353 1850 1039 2055 2487 1726 110 2007 770 184 130 2012 2369 2113 124 1358 879 1358 1072 1172 874 1900 208 312 1175 1094 487 1527 556 809 1445 1909 159 1336 316 1498 1914 1778 2357 184 1963 
1339 1048 684 952 1172 894 683 30 1966 707 2257 1366 915 69 1393 2009 556 1773 1417 217 718 2179 1728 906 2495 727 320 1774 584 505 1237 1924 405 1921 1728 1578 315 2412 460 1133 619 217 2499 387 286 1393 1248 2194 666 166 
2411 236 2345 492 2494 1192 1219 314 466 655 2171 555 79 77 1328 1808 507 1643 572 967 1628 43 1185 1628 430 323 1873 1679 18 1391 697 1281 1627 542 1773 473 1734 1844 787 1053  0 1811 1608 1431 740 437 739 1247 932 163 
2214 61 207 2251 541 1989 1427 2414 20 297 1305 717 1578 1784 111 2204 2257 698 1548 1896 1751 400 59 2211 1832 799 1500 71 2046 2433 1587 613 1346 646 1716 1887 135 643 653 156 940 810 2225 1371 94 2337 2427 1203 535 1475 
1951 1138 1876 2011 849 60 310 2350 1483 1209 1135 570 674 1333 1216 2390 2072 204 1886 225 1712 326 1035 1437 549 2481 126 476 36 2013 804 1987 651 1532 350 353 1592 661 1555 575 722 1542 1146 1396 375 1214 1286 1299 1418 672 
1524 1982 2351 1411 920 400 244 2398 2229 1632 1912 533 1119 63 917 1470 1768  9 983 823 1936 1705 1217 1934 601 1592 649 739 391 919 1412 767 402 1263 1030 174 515 126 72 244 1758 1984 2129 1730 900 546 2052 1520 555 535 
1196 2492 1092 2413 1926 1693 358 1427 2432 2101 1199 196 1721 1601 311 251 627 827 1730 699 2423 988 1536 2053 218 1288 99 1122 308 2007 1657 1504 851 249 1418 277 794 628 557 2079 229 1756 1127 1950 2209 1439 1054 336 1118 284 
2387 1041 1272 275 1946 343 1563 2046 1465 724 405 1975 1080 1256 1076 1350 385 723 1978 942 302 2208 1550 281 510 1259 1720 1564 1595 1690 700 335 1584 1973 610 1030 1168 1026 1928 1485 602 2333 960 1682 1089 2037 533 1475 1612 1363 
1269 766 2423 320 1047 434 1579 1620 850 2027 810 1551 1214 2394 2376 676 2277 1044 1702 1705 29 1156 1539 2342 339 128 731 2224 455 2343 1087 1725 609 1011 2045 1656 297 2476 776 1147 2003 439 1550 717 1685 1426 246 1462 2470 1948 
668 1352 1957 2207 1194 2296 1187 777 872 1643 620 811 868 81 674 1765 1737 971 1741 1366 971 97 657 21 2166 2342 1448 2412 157 270 713 825 474 170 1884 520 2466 571 1297 2190 1066 1917 501 1934 850 1176 1199 88 999 1793 
306 822 1890 2315 844 1556 1009 1144 1469 1166 266 2182 843 741 2352 227 1261 1170 2151 59 860 717 828 213 152 1679 241 203 619 93 1996 2277 915 1386 2092 611 1795 601 1755 764 1768 2022 1798 111 1615 1650 1691 376 1672 1342 
435 1384 911 116 1597 2415 1795 1839 119 1266 784 967 1043 1699 1206 635 2311 501 88 418 117 1856 1292 1915 820 407 2417 1363 784 1589 205 71 473 1116 187 922 2384 834 1613  3 2100 2397 2322 1995 449 1028 1482 260 381 1571 
2030 498 2279 823 1265 599 82 1182 814 2218 1623 1019 1142 948 988 181 1871 872 1016 2336 2227 1968 2234 2049 1464 183 1930 1798 1795 2311 869 1325 310 649 1000 1575 100 2435 1610 915 2153 733 786 2147 1682 626 2329 2405 1498 2197 
2241 77 1665 827 979 1981 1010 409 1280 1657 220 2149 1835 1882 1650 1687 2310 603 1622 272 1518 128 1005 1156 2275 1539 1783 2104 1444 2133 1801 38 2211 2319 865 690 652 728 1099 1932 2385 171 434 1720 906 936 908 2068 1539 1382 
2340 1909 1510 2197 566 138 1237 2349 2242 1533 834 396 1571 545 1567 1289 87 2219 2017 38 1652 1902 210 938 2475 2468 1874 2235 2036 2266 1117 728 1675 1480 425 2241 1618 514 942 212 900 1777 1960 2471 1174 1027 112 1262 747 2129 
1300 2399 384 362 2189 359 330 415 94 1218 181 63 1946 1857 1543 1224 450 2013 1738 245 2226 1490 874 1686 314 2048 214 426 2162 2313 56 963 2212 440 177 753 799 508 1168 2245 578 1350 2308 1377 2059 204 101  9 2217 691 
1606 795 2182 2480 1334 2496 881 400 422 543 213 1830 358 1277 2270 536 2030 1921 1044 698 518 474 900 1679 1851 459 1883 1952 1821 452 1496 927 100 30 908 1434 26 1789 1834 1800 1184 899 1131 1543 2176 2253 2079 1706 527 1975 
1256 1045 2449 1009 224 1801 320 959 105 2141 1412 453 1921 1512 483 329 1798 1861 970 2484 14 1006 883 2497 49 559 2250 2128 1117 1629 455 1225 175 405 2234 1751 1058 1407 211 15 1048 1623 1821 469 1987 2304 2150 137 518 1972 
121 1884 479 1004 1881 528 415 483 1509 1532 2113 1964 1609 1140 1221 196 391 2279 1603 602 1147 151 1077 468 1973 564 1624 1623 2053 994 2448 2174 378 427 678 2259 955 2445 1595 1316 1477 1208 781 587 2348 2002 783 239 634 2386 
2194 633 1389 771 1101 862 188 1577 1338 2241 72 1286 1916 1802 1713 1446 414 1520 1392 2009 1689 1721 717 2470 2308 1917 824 1943 1008 310 681 702 943 2071 1474 896 1785 1662 1326 1975 255 250 761 2171 2052 1326 2470 2466 1699 1362 
827 2240 583 1544 2210 1744 2313 1886 39 822 1049 721 376 844 1644 1850 1741 2281 2364 1919 609 120 2169 222 1143 573 1549 1113 1892 2100 1327 219 1840 763 616 402 1359 429 1140 1398 103 1041 971 480 1886 1467 1182 2479 101 2399 
1898 710 1371 419 932 1366 992 1333 2480 384 2285 159 604 477 922 1220 2231 1133 501 872 1384 1957 765 1207 2437 151 175 2471 130 1628 1222 2028 2338 93 1299 2122 1460 2292 956 292 176 2093 1803 2132 71 226 2204 2302 211 206 
2026 1595 1015 292 303 952 1795 1830 2275 1926 958 2350 306 2148 1295 1606 1770 1607 250 1578 1899 1778 24 1203 1411 95 281 2467 1249 492 1525 2128 940 40 1272 1243 2344 567 573 2120 1345 383 1970 504 31 765 962 653 1225 1212 
1084 624 490 1108 679 753 55 2312 721 1304 1657 2246 2284 97 2287 1056 1340 2131 476 765 603 1821 1148 1425 1177 1179 1043 2139 684 2268 2203 1768 1744 194 376 2424 2299 431 1088 520 588 245 1619 372 342 258 281 534 2389 757 
1299 1845 78 2447 2122 1256 2478 665 2247 663 1785 1951 1283 1030 997 1660 2306 796 943 894 169 383 2492 1788 2108 1686 898 2389 2221 787 646 2372 1484 724 1172 1107 832 1150 624 580 665 2410 1383 1949 940 2380 2461 2098 676 2256 
492 2197 1492 1836 337 1100 1023 1235 989 2096 875 487 1968 2359 1211 1992 966 896 643 1591 328 160 353 1711 2109 1293 1591 922 891 1119 2031 235 817 1023 924 1154 2123 1947 2390 1964 395 765 2451 2363 1976 14 1856 1795 910 1351 
886 90 1511 91 1801 2473 1384 892 2247 1127 864 1778 214 1681 301 1138 1687 1276 1937 429 740 2332 1194 691 2196 2023 2058 404 1318 468 607 2204 1911 970 2295 1212 2295 31 957 2043 10 1821 173 224 2354 475 215 1541 603 2152 
