50
2030 1321 1287 2480 1392 738 535 2103 1756 1029 2132 2460 1439 2420 894 2370 23 1403 1949 91 1409 1987 968 464 2118 2449 206 1879 1993 100 364 375 273 503 355 1666 93 2242 121 701 2123 2253 662 1062 1026 1556 2284 2401 1811 1733 
2492 721 73 2312 1185 2191 2261 244 1570 1754 1696 786 981 1969 1290 1336 2487 1383 2430 1460 2085 2053 66 247 1967 1092 655 1752 2345 2467 985 1189 2040 2410 1001 725 2102 762 2321 24 1369 1517 811 2350 2339 953 39 1178 1188 2469 
139 2125 875 205 2372 342 149 528 2094 2494 1847 1932 1183 1387 1842 1036 964 296 1798 786 321 2019 1155 2484 722 2346 2289 2113 1025 977 2082 1164 603 457 221 1827 2152 370 1207 1746 1716 554 1178 1751 793 1873 287 1758 2169 937 
44 1342 1809 51 178 31 2398 2467 2144 923 2297 578 939 1752 2388 12 1079 2040 382 1139 138 950 1693 169 201 1339 2042 1840 597 563 277 1993 758 2086 2044 936 969 1942 2256 613 1717 2053 44 1508 1305 2432 1520 1236 824 754 
2375 962 1704 421 1131 757 1760 673 97 2357 89 1727 1850 847 165 1394 1783 1135 2189 391 600 258 2444 644 619 101 1928 2139 1338 252 1746 1213 1215 950 1634 1198 560 2246 1872 2009 2103 813 1236 305 1660 1402 1700 2295 1389 241 
187 841 1851 1483 1486 2470 1585 2266 2110 1775 19 1356 488 86 1158 975 1284 570 2073 2008 80 1677 1673 1316 1982 833 1570 34 1981 1811 1627 1020 153 979  3 491 949 440 257 1911 2215 1628 2119 1556 566 2130 1383 703 200 956 
1563 280 1485 737 449 2320 422 2019 1206 2403 1331 334 923 1484 1313 2279 1975 1114 219 1084 526 1287 213 1497 343 779 1127 578 1482 1328 1534 546 1608 1872 135 2057 1692 557 429 398 461 612 2084 236 948 2249 15 1775 864 1587 
359 242 374 572 1739 2069 204 367 147 538 547 533 2436 2155 1257 71 565 1801 629 2346 2200 2442 458 636 178 258 386 1546 2033 102 1985 2392 344 1211 1817 2083 780 2021 1302 2279 1411 1849 1664 1348 357 422 1419 2274 1075 2048 
2120 775 842 1430 264 2373 1688 650 271 1221 752 2256 2465 2448 967 634 883 599 155 2186 1730 419 387 2246 1767 744 1520 686 518 96 1587 1490 2223 2429 1772 2487 1154 2312 1989 1425 2385 241 1181 2351 1541 1000 485 2425 451 1993 
2111 1033 2412 2498 780 531 2095 2300 69 1465 1248 1656 1808 972 438 1080 2311 1592 893 1801 518 2130 894 551 1981 2436 404 1319 1213 855 2164 824 1889 928 2174 169 311 1769 1321 380 735 1422 889 43 1246 1327 2475 1057 1771 2220 
1710 1141 1851 1457 545 184 1393 949 355 1458 1804 19 2282 45 2299 808 1566 110 78 1740 491 2165 662 1380 1060 1908 1559 2387 1817 2182 2108 1028 2176 1459 2485 221 495 230 1170 851 1688 1826 2222 322 1872 2022 1130 938 2132 60 
1530 1475 1077 2192 1707 2137 1600 2118 877 2270 1801 485 798 329 796 2135 550 1291 2365 572 2142 405 1250 1865 727 622 239 1857 413 2371 770 1943 199 1847 488 1906 337 940 1525 1214 710 2178 1699 1508  7 2495 1143 1909 138 2360 
2481 2281 265 1231 498 2344 706 737 554 2471 1960 1324 766 2159 2023 1254 418 2360 1047 795 1074 1757 473 1625 2118 480 472 2113 2389 1963 826 1222 1744 1091 1305 1094 2288 863 1831 342 834 143 518 453 2303 41 559 1573 1254 1606 
2368 1180 2216 341 1658 1834 2173 2130 1447 914 1593 2273 2136 2189 2217 2293 2135 857 657 1466 51 1491 1610 569 796 265 1962 1356 1838 716 462 1706 749 178 899 2407 864 1924 889 1164 338 1335 2289 1326 1024 858 1119 660 1715 1776 
978 1766 2120 1440 1187 416 1705 650 624 2395 218 2439 453 967 1469 204 874 2334 2128 616 998 1318 1951 787 144 475 1646 116 2487 2213 744 2318 332 364 1258 1519 2133 1816 2169 257 1711 1240 196 1017 1059 1666 1221 786 352 850 
1402 1350 2168 853 989 1165 180 1487 1281 168 53 2025 1338 385 1242 96 1904 875 1912 426 2484 2476 518 1533 2345 1577 2051 1066 2363 2403 768 1265 105 1789 970 2446 454 1151 286 587 171 339 1464 1509 724 206 1605 1480 2433 2370 
1906 1270 1198 2424 303 1043 354 1206 2109 217 1109 1730 335 66 1019 1305 12 325 2456 298 2264 127 1989 1228 488 213 287 2094 1694 220 816 2452 342 2014 1229 645 1909 1583 703 370 652 664 2100 987 730 1971 2293 2095 2296 1101 
1245 2060 81 735 2141 569 2300 2428 1515 346 148 1183 299 1843 2049 380 2488 1458 815 2044 1829 1467 208 1429 2455 939 2253 1100 1886 2049 1053 631 462 2486 1366 1455 1908 19 1383 923 365 383 959 2016 2226 508 2396 1067 1967 711 
611 1296 2179 819 1577 986 610 1330 938 2496 2232 843 628 1546 830 846 501 238 865 1884 13 1231 2267 972 747 1994 1481 1996 561 948 1559 24 1096 90 843 173 1076 1454 356 866 1450 88 1710 930 1634 40 1777 2135 278 1494 
1519 1643 1577 138 116 1177 984 1597 673 397 1397 2232 421 2493 1175 117 1518 1103 1571 1874 1970 1873 1962 32 1656 2448 72 2285 2083 1702 1279 2454 845 357 1445 2313 1534 2429 1410 1059 1679 307 2143 2100 1652 818 2217 671 1922 140 
45 1392 866 860 276 1374 808 348 1159 1744 902 2438 550 599 1647 1995 413 2033 777 675 592 2456 983 236 908 1487 2406 1978 2158 1828 970 1056 2072 1836 1916 2348 2062 1576 1548 721 2172 1302 2012 223 1902 11 1070 1167 2045 699 
1842 1489 2007 1677 1725 1768 665 484 1246 323 2312 1068 231 737 1757 999 585 1319 1428 986 2041 1100 2288 1553 175 1690 416 98 1709 2461 797 1052 1451 1657 229 2028 925 894 12 1023 70 1177 2091 1653 1914 1348 153 1351 168 1581 
2337 1061 181 978 1466 1709 1520 1882 1807 730 696 1456 1782 2147 613 2011 527 390 1758 1892 265 680 569 1209 2333 1335 57 2486 186 1577 1567 1376 1490 601 2354 1808 2310 1374 1191 469 956 1887 1925 238 386 1391 1102 913 633 360 
305 899 1040 2226 2108 873 1061 1017 2212 100 1447 131 1476 1789 732 182 1098 1894 408 2289 2363 1365 528 641 455 2266 884 1557 679 1517 769 2337 1268 661 915 2228 387 1977 2098 1451 2077 1045 1582 2405 1686 2315 1439 284 561 699 
1425 1777 2064 805 2418 1372 571 802 1781 103 1171 1403 2440 2440 2064 855 1020 1303 1684 618 254 113 515 1837 1370 2202 504 309 1338 2417 1009 264 1694 1925 1069 464 797 1641 118 1431 1744 1290 334 536 82 2398 243 1102 54 780 
573 308 893 1088 997 2264 2142 1501 1425 981 1419 2434 97 1965 712 1166 2430 1509 1659 48 1792 903 190 2126 291 272 877 1887 227 931 167 2152 91 1060 2092 1089 2176 1735 1442 1102 1568 1713 2388 1665 1179 600 1683 2461 962 843 
 9 254 598 200 2381 890 1824 2110 277 903 541 1796 555 1984 1708 1500 1925 1385 735 868 1339 1155 1433 1227 1672 112 680 855 1425 494 550 1435 748 1149 487 1981 891 1163 443 20 919 984 1816 1474 1821 1024 474 1246 1261 61 
2114 100 68 2400 180 1740 1364 2212 1448 290 206 1998 577 2306 647 1064 640 390 1079 1083 410 1998 920 2226 2325 241 2103 1651 1487 864 1713 2454 2317 633 2354 2497 2374 1218 2209 174 1508 1267 2172 2085 1073 1672 2001 1713 2062 581 
297 1325 1431 1217 2403 1256 310 2006 408 1797 1723 973 1751 1540 458 457 389 1684 1676 98 1858 2036 217 1531 474 1290 2055 2475 504 469 1908 2153 1794 2192 2222 1698 2300 32 1204 1560 1829 427 1385 2433 819 1844 1742 1208 1028 2270 
158 387 1807 375 770 2281 1666 1677 1108 1022 2146 1869 675 1441 413 397 639 213 429 695 1774 1110 2475 659 2395 794  3 1638 2003 1032 1408 1013 271 715 1389 2393 1848 555 1570 1809 429 1216 30 2456 157 443 1705 2148 656 986 
344 1282 2096 319 1942 1992 2465 1945 1130 820 1829 1390 1834 952 2106 723 845 306 130 2415 967 559 2484 997 1867 1493 292 1072 1142 949 2058 338 2231 1654 2009 525 2498 1974 1323 2480 295 2004 1371 2129 457 2329 1704 154 135 1834 
70 2455 1245 1406 952 612 399 97 536 1541 1046 94 731 2129 600 240 1507 599 1067 330 1931 1362 2334 802 2343 291 1983 1547 446 971 2233 1868 926 2330 774 730 442 25 827 2330 1567 1873 2424 1150 355 524 1391 1862 2475 2458 
1044 759 172 878 413 1367 22 2397 1766 1820 868 1499 1188 1794 181 814 24 1975 839 852 1805 1258 1577 1729 2409 784 1105 152 1498 1081 1462 42 692 1634 2273 1105 1853 2295 1002 1119 1615 1870 1470 1655 16 1651 2469 41 1126 2160 
2245 431 919 174 2160 2180 959 2117 1184 2457 2050 146 1352 242 1780 1125 1348 2485 920 2350 1104 1387 573 74 542 589 1725 1863 1982 1703 1523 579 2134 1294 754 646 2326 565 263 1010 1874 2314 1156 726 56 1788 1851 1404 1773 1623 
107 1729 1862 680 1803 1256 121 2380 619 956 1583 995 1535 69 1141 2289 715 968 354 2331 830 2229 2145 1987 1807 1053 127 11 1310 753 486 269 2482 2349 949 1786 1105 2422 518 577 878 2102 1572 2414 2171 213 1055 1739 33 262 
1570 864 1343 67 1703 650 2472 682 2013 1282 1435  0 1551 1418 1201 1352 2056 2306 127 1426 1735 1005 1028 807 2271 2052 2373 827 1291 2406 2441 361 2122 1284 1780 177 786 1752 860 300 1887 2295 1652 938 65 353 1143 973 1511 122 
2400 747 1127 2280 1554 2251 1832 279 1930 1975 1538 1871 1188 1160 2007 468 1338 293 2221 2198 1945 1608 845 1097 1398 2263 1450 1393 2088 462 1515 840 1209 1495 621 1615 1246 1305 1895 676 781 933 1399 1969 945 906 2438 2283 51 1011 
833 1997 1471 531 1946 369 294 2249 615 1234 1563 2130 2075 272 1125 196 739 1223 353 1486 1899 1134 1271 798 1956 2217 556 1894 852 608 1757 1686 1457 728 1069 2255 2449 215 2004 564 1449 1067 195 1024 191 172 72 2283 1396 426 
1269 2147 412 41 446 2368 1110 2354 614 1962 1814 1223  0 771 1951 1069 1879 1901 1284 1383 2465 234 1303 1512 110 346 1685 183 129 1933 1961 251 1580 1225 1644 878 2446 254 733 560 2216 47 636 2217 2171 87 786 1550 840 2071 
1785 2158 1157 588 1170 1267 2287 1707 302 2416 1140 2263 1519 1573 989 663 2451 2287 917 2036 1699 1986 2084 2335 1703 607 2423 1341 1009 2115 2264 294 1773 921 2235 1796 1041 2022 1003 1343 790 996 2459 2310 69 2300 1825 20 2087 243 
2057 1286 1081 493 1122 1636 2452 2397 477 961 2012 1594 107 138 1367 2342 1934 2408 716 1789 104 359 285 63 1521 354 2363 846 375 802 2441 1284 2088 1022 629 2062 158 581 1959 1988 1542 324 1082 1649 1814 2449 344 1248 1210 1060 
537 1314 1419 2175 229 1792 29 1444 139 1756 2246 80 1892 686 2455 21 249 113 1954 2208 953 2348 1384 2035 350 698 837 694 798 2047 606 188 2213 878 2363 2442 170 1244 238 309 501 2484 1742 1245 2022 549 1267 2271 662 2073 
832 468 1922 2216  3 2272 1767 840 1818 65 1739 2424 1605 1452 2154 1468 246 2325 1565 484 1486 918 1820 2080 2163 1343 129 2282 1114 2144 1856 798 112 1278 1867 1467 1050 1134 1160 368 51 399 1644 1657 704 1299 1977 2302 2476 1042 
1639 314 812 959 2395 476 1154 1376 258 1121 1020 2114 1919 2484 2244 1286 1452 2146 1272 112 1366 1324 1863 511 1833 1419 662 162 1222 638 57 361 952 869 172 2199 1345 1327 1076 1604 2448 948 70 1867 933 2315 2006 1237 813 778 
1349 2180 2102 2064 191 287 984 2205 450 2206 343 507 1419 147 1376 1591 2347 1574 418 2275 2030 1718 723 2100 1086 1656 767 1944 393 1581 222 594 113 1177 159 304 316 2495  9 766 2201 1704 125 1120 1851 1502 211 550 1928 1982 
325 1458 1200 2401 2410 1138 1557 2030 582 803 2463 2157 249 76 2186 1760 1732  2 1755 1741 2121 308 2297 2246 1428 500 100 492 2403 2028 1326 228 2338 26 1481 2249 1165 1891 1779 599 194 1742 1608 1795 1818 146 1056 1050 1501 311 
1643 1122 620 292 2220 900 792 1173 244 695 2053 1570 2276 1892 1597 1257 1641 1614 648 2272 1065 2194 1514 174 1490 2184 1672 1398 2086 673 561 1229 647 1181 1521 368 934 1165 393 1178 1861 2446 1601 489 1838 2050 598 2331 16 1247 
2103 1081 2293 2469 107 135 1005 1780 1533 591 1305 2095 672 1953 2128 1045 1173 1914 2211 1566 1945 424 1512 1046 913 2203 596 1511 886 1964 1610 1842 545 256 1811 2005 391 1669 137 777 2260 1442 1724 1785 895 204 330 2068 2119 41 
1134 416 1817 1499 1462 1582 54 910 1946 940 374 1056 282 2271 164 946 1776 1908 115 1913 1537 2375 856 761 1660 603 2317 843 172 788 2236 158 1204 1554 509 1518 636 563 1280 82 1504 1654 2491 1786 278 1507 232 906 915 347 
320 2452 1575 28 2065 2087 631 735 430 2155 1523 1519 1166 1580 573 1675 598 61 2239 1879 1496 1243 2385 339 529 1515 1846 2114 2422 1614 2461 242 418 388 1622 1336 1328 1105 2071 1758 2113 2446 777 779 1526 202 2454 977 1616 1045 
3613
