20
136 32 100 119 243 373 22 51 38 11 194 212 96 268 190 201 276 116 353 260 
42 165 169 219 315 341 318 377 338 324 203 75 357 303 146 152 229 121 156 219 
132 302 32 228 170 222 381 47 290 334 259 332 51 28 104 366 321 374 343 211 
299 146 238 208  1 385 360 182 106 116  2 190 18 34 370 189 208 303 188 99 
189 399 383 240 27 39 206 300 14 101 111 265 199 302 73 152 287 385 335 345 
102 289 87 72 275  9 213 83 264 353 134 53 352 70 245 331 109 51 231 75 
104 295 292 303 197 365  7 36 303 342 333  5 231 372 29 106 381 195 142 245 
148 228 250 101 298 95 384 360 98 168 35 154 63 328  9 212 245 16 200 148 
359 133 105 142 57 87 201 38 282 295 235 30 123 37 83 22 84 20 382 134 
188 369 288 203 249 297 367 47 313 167 147 224 252 253 319 309 292 120 299 174 
367 86 156 90 123 192 64 159 164 46 293 352 368 181 107 169 78 74 216 343 
193 364 168 397 169 39 258 61 159 157 187 78 195 295 168 270 87 233 29 251 
231 322 155 199 103 262 369 133 288 137 28 33 101 196 30 222 235 288 235 346 
397 22 24 192 318 145 62 357 330 91 161 161 365 268 313 20 83 234 153 371 
371 182 357 25 330 387 247 118 228 83 16 225 57 393 370 327 138 384 285 68 
76 398 181 393 266 94 14 349 328 167 273 252 301 230 277 184 169 76 302 349 
111 270 127 169 263 97 48 353 81 285 373 109 283 155 103 102 201 117  3 82 
236 276 334 90 58 163 274 180 191 128 129 303 398 256 24 214 305 72 119 387 
358 45 48 193 152 103 295 353 172 251 387  9 79 321 51 138 36 277 270 228 
 5 399 131 355 208 107 121 113 131 241 52 89 238 53 235 390 156 82 343 329 
597
