20
310 336 76 375 127 269 92 154  7 121 96 137 193  4 270 320 354 324  2 322 
299 117 263 194 369 266 229 102 280 309 220 190 197 296 117 324 118 209 30 77 
282 126 214 76 82 36 396 37 312 350 311 211 19 126 358 388 392 139 42 273 
 0 262 15 197 111 85 74 181 294 104 258 177 183 25 205 265 61 153 254 374 
103 117 137 122 195 47 62 188 186 104 13 138 318 28 288 29 113 314 162 360 
18 21 89 153 46 294 371 59 399 177 385 102 247 123 176 42 122 238 230 261 
294 243 399 212 224 287 194 289 201 356 201 172 329 290 325 327 136 248 339 135 
26 324 189 273 399 365 315 122 155 98 383 49 293 382 214 117 222  8 359 23 
316 160 147 246  3 25 125 91 273 64 227 251 341 368 124 340 334 392 62 41 
42 45 91 335 380 305  5 202 265 364 177 181 76 277 379 79 302 105 171 127 
121 350 379 62 318 103  3 204 47 17 246 89 63 337 25 43 194 382 197 59 
346 326 240 374 203 172 54 105 277 177 233 350 79 212 365 397 267 368 202 315 
337  0  4  0 289 381 395 83 363 144 94 261 71 334 236 274 106 242 380 335 
371 165 238 50 377 203 399 196 123 201 111 60 153 68 13 42  1  8 125 317 
105 219 130 176 106 366 50 164 160 382 52 83 147 242 133 76 45 133 273 168 
286 336 180 40 356 193 34 358 154 112 227 259 283 357 35 389 276 37 106 36 
372 110 120 71 352 205 148 397 290 373 117 177 261 249 169 218 43 203 128 149 
315 355  8 199 312 395 140 188 384 198 177 356 260 249 28 212 54 128 161 345 
101 230 74 362 80 195 132 75 398 260 224 266 167 184 17 80 179 109 268 163 
308 397 120 120 246 100 333 301 228 46 198 329 277 224 243 357 19 328 384 17 
663
