20
36 380 13 274 224 324 190 374 328 363 191 124 280 207 35 243 230 124 125 143 
356 27 163 60 57 158 331 168 258 136 383 246 116 396 73 293 320 263 219 201 
226 362 277 58 169 313 253 399 389 378 94 297 357 210 357 367 368 288 87 179 
24 71 377 92 19 50 337 292 265 156 93 43 118 370 101 287 235 354 239 224 
285 333 121 242 143 78 161 64 318 249 195 294 272 172 339 291 175 276 183 40 
385 228 84 55 199 185 295 34 92 134 211 377 67 284 219 211 315 333 227 233 
134 22 80  6 146 371 249 321 247 385 314 184 213 350 240 364 87 135 399 179 
221 162 156 288 46 328 51 361 261 278 147 395 252 227 353 399 198 202 272 397 
139 138 134 353 88 374 317 176 61 268 307 282 382 64 122 29 344 174 342 157 
 4 89 104 209 268 57 208 18 211 32 16 351 171 102 256 259 28 125 387 89 
346 295 323 328 311 45 309 207 171 252 364 128 341 68 337 210 125 97 180 288 
129 148 239 252 250 47 64 278 125 51 319 71 298 242 351 161 240 261 368 363 
65 332 43  6  0 380 168 77 29 349 366 159 97 157 11 300 157 27 178 282 
79 98 305 329 292 256 91 132 69 59 48 134 344 91 141 296 24 261 374 53 
162 292 164 212  1 128 112 158 155 290 392 234 388 297 116 281 154 207 365 223 
218 365 358 162 57 51 11 33 264 337 86 27 229 251 239 182 379 351 293 86 
193 285 273 134 183 389 15 289 196 332 64 366 250 374 81 307 377 92 340 242 
29 378 269 210 229 60 392 160 363 285 247 156 123 120 290 258 61 257 99 209 
142 163 175 392 90 256 251 67 300 143 309 329 121 130 91 303 142 84 15 105 
321 214 262 44 286 104 254 347 362 353 156 56 69 332 48 159 140 299 226 41 
779
